Ortho_No	Organism1	LncRNA1	LncRNA_Id1	Organism2	LncRNA2
Ortho10817	Gorilla	TCONS_00029693	gor_TCONS_00029693	Human	TCONS_00072458
Ortho10818	Gorilla	TCONS_00029716	gor_TCONS_00029716	Human	TCONS_00072520
Ortho10819	Gorilla	TCONS_00029717	gor_TCONS_00029717	Human	TCONS_00072529
Ortho10820	Gorilla	TCONS_00029772	gor_TCONS_00029772	Human	TCONS_00072657
Ortho10821	Gorilla	TCONS_00029856	gor_TCONS_00029856	Human	TCONS_00072830
Ortho10822	Gorilla	TCONS_00029905	gor_TCONS_00029905	Human	TCONS_00072944
Ortho10823	Gorilla	TCONS_00029928	gor_TCONS_00029928	Human	TCONS_00072989
Ortho10824	Gorilla	TCONS_00029958	gor_TCONS_00029958	Human	TCONS_00073064
Ortho10825	Gorilla	TCONS_00030106	gor_TCONS_00030106	Human	TCONS_00073426
Ortho10826	Gorilla	TCONS_00030238	gor_TCONS_00030238	Human	TCONS_00073716
Ortho10827	Gorilla	TCONS_00030312	gor_TCONS_00030312	Human	TCONS_00071343
Ortho10828	Gorilla	TCONS_00030312	gor_TCONS_00030312	Human	TCONS_00073856
Ortho10829	Gorilla	TCONS_00030312	gor_TCONS_00030312	Human	TCONS_00073857
Ortho10830	Gorilla	TCONS_00030312	gor_TCONS_00030312	Human	TCONS_00073860
Ortho10831	Gorilla	TCONS_00030312	gor_TCONS_00030312	Human	TCONS_00077688
Ortho10832	Gorilla	TCONS_00030312	gor_TCONS_00030312	Human	TCONS_00077689
Ortho10833	Gorilla	TCONS_00030354	gor_TCONS_00030354	Human	TCONS_00043176
Ortho10834	Gorilla	TCONS_00030355	gor_TCONS_00030355	Human	TCONS_00043176
Ortho10835	Gorilla	TCONS_00030379	gor_TCONS_00030379	Human	TCONS_00074034
Ortho10836	Gorilla	TCONS_00030381	gor_TCONS_00030381	Human	TCONS_00074037
Ortho10837	Gorilla	TCONS_00030383	gor_TCONS_00030383	Human	TCONS_00074041
Ortho10838	Gorilla	TCONS_00030497	gor_TCONS_00030497	Human	TCONS_00070879
Ortho10839	Gorilla	TCONS_00030497	gor_TCONS_00030497	Human	TCONS_00070884
Ortho10840	Gorilla	TCONS_00030594	gor_TCONS_00030594	Human	TCONS_00074589
Ortho10841	Gorilla	TCONS_00030648	gor_TCONS_00030648	Human	TCONS_00074739
Ortho10842	Gorilla	TCONS_00030648	gor_TCONS_00030648	Human	TCONS_00074740
Ortho10843	Gorilla	TCONS_00030649	gor_TCONS_00030649	Human	TCONS_00074741
Ortho10844	Gorilla	TCONS_00030649	gor_TCONS_00030649	Human	TCONS_00074742
Ortho10845	Gorilla	TCONS_00030672	gor_TCONS_00030672	Human	TCONS_00074807
Ortho10846	Gorilla	TCONS_00030678	gor_TCONS_00030678	Human	TCONS_00074813
Ortho10847	Gorilla	TCONS_00030687	gor_TCONS_00030687	Human	TCONS_00074837
Ortho10848	Gorilla	TCONS_00030691	gor_TCONS_00030691	Human	TCONS_00074854
Ortho10849	Gorilla	TCONS_00030705	gor_TCONS_00030705	Human	TCONS_00074877
Ortho10850	Gorilla	TCONS_00030717	gor_TCONS_00030717	Human	TCONS_00074906
Ortho10851	Gorilla	TCONS_00030718	gor_TCONS_00030718	Human	TCONS_00074907
Ortho10852	Gorilla	TCONS_00030718	gor_TCONS_00030718	Human	TCONS_00074908
Ortho10853	Gorilla	TCONS_00030839	gor_TCONS_00030839	Human	TCONS_00075216
Ortho10854	Gorilla	TCONS_00030839	gor_TCONS_00030839	Human	TCONS_00075217
Ortho10855	Gorilla	TCONS_00030918	gor_TCONS_00030918	Human	TCONS_00081976
Ortho10856	Gorilla	TCONS_00030922	gor_TCONS_00030922	Human	TCONS_00075417
Ortho10857	Gorilla	TCONS_00030935	gor_TCONS_00030935	Human	TCONS_00075452
Ortho10858	Gorilla	TCONS_00030986	gor_TCONS_00030986	Human	TCONS_00012290
Ortho10859	Gorilla	TCONS_00030987	gor_TCONS_00030987	Human	TCONS_00075547
Ortho10860	Gorilla	TCONS_00031132	gor_TCONS_00031132	Human	TCONS_00075804
Ortho10861	Gorilla	TCONS_00031182	gor_TCONS_00031182	Human	TCONS_00075923
Ortho10862	Gorilla	TCONS_00031182	gor_TCONS_00031182	Human	TCONS_00075924
Ortho10863	Gorilla	TCONS_00031182	gor_TCONS_00031182	Human	TCONS_00075926
Ortho10864	Gorilla	TCONS_00031182	gor_TCONS_00031182	Human	TCONS_00075927
Ortho10865	Gorilla	TCONS_00031182	gor_TCONS_00031182	Human	TCONS_00075928
Ortho10866	Gorilla	TCONS_00031182	gor_TCONS_00031182	Human	TCONS_00075930
Ortho10867	Gorilla	TCONS_00031182	gor_TCONS_00031182	Human	TCONS_00075931
Ortho10868	Gorilla	TCONS_00031182	gor_TCONS_00031182	Human	TCONS_00075936
Ortho10869	Gorilla	TCONS_00031182	gor_TCONS_00031182	Human	TCONS_00075937
Ortho10870	Gorilla	TCONS_00031182	gor_TCONS_00031182	Human	TCONS_00075938
Ortho10871	Gorilla	TCONS_00031183	gor_TCONS_00031183	Human	TCONS_00075923
Ortho10872	Gorilla	TCONS_00031183	gor_TCONS_00031183	Human	TCONS_00075924
Ortho10873	Gorilla	TCONS_00031183	gor_TCONS_00031183	Human	TCONS_00075926
Ortho10874	Gorilla	TCONS_00031183	gor_TCONS_00031183	Human	TCONS_00075927
Ortho10875	Gorilla	TCONS_00031183	gor_TCONS_00031183	Human	TCONS_00075928
Ortho10876	Gorilla	TCONS_00031183	gor_TCONS_00031183	Human	TCONS_00075930
Ortho10877	Gorilla	TCONS_00031183	gor_TCONS_00031183	Human	TCONS_00075931
Ortho10878	Gorilla	TCONS_00031183	gor_TCONS_00031183	Human	TCONS_00075936
Ortho10879	Gorilla	TCONS_00031183	gor_TCONS_00031183	Human	TCONS_00075937
Ortho10880	Gorilla	TCONS_00031183	gor_TCONS_00031183	Human	TCONS_00075938
Ortho10881	Gorilla	TCONS_00031184	gor_TCONS_00031184	Human	TCONS_00075923
Ortho10882	Gorilla	TCONS_00031184	gor_TCONS_00031184	Human	TCONS_00075924
Ortho10883	Gorilla	TCONS_00031184	gor_TCONS_00031184	Human	TCONS_00075926
Ortho10884	Gorilla	TCONS_00031184	gor_TCONS_00031184	Human	TCONS_00075927
Ortho10885	Gorilla	TCONS_00031184	gor_TCONS_00031184	Human	TCONS_00075928
Ortho10886	Gorilla	TCONS_00031184	gor_TCONS_00031184	Human	TCONS_00075930
Ortho10887	Gorilla	TCONS_00031184	gor_TCONS_00031184	Human	TCONS_00075931
Ortho10888	Gorilla	TCONS_00031184	gor_TCONS_00031184	Human	TCONS_00075936
Ortho10889	Gorilla	TCONS_00031184	gor_TCONS_00031184	Human	TCONS_00075937
Ortho10890	Gorilla	TCONS_00031184	gor_TCONS_00031184	Human	TCONS_00075938
Ortho10891	Gorilla	TCONS_00031232	gor_TCONS_00031232	Human	TCONS_00076059
Ortho10892	Gorilla	TCONS_00031240	gor_TCONS_00031240	Human	TCONS_00098651
Ortho10893	Gorilla	TCONS_00031240	gor_TCONS_00031240	Human	TCONS_00098653
Ortho10894	Gorilla	TCONS_00031240	gor_TCONS_00031240	Human	TCONS_00100634
Ortho10895	Gorilla	TCONS_00031250	gor_TCONS_00031250	Human	TCONS_00076090
Ortho10896	Gorilla	TCONS_00031292	gor_TCONS_00031292	Human	TCONS_00076188
Ortho10897	Gorilla	TCONS_00031292	gor_TCONS_00031292	Human	TCONS_00076189
Ortho10898	Gorilla	TCONS_00031294	gor_TCONS_00031294	Human	TCONS_00076192
Ortho10899	Gorilla	TCONS_00031336	gor_TCONS_00031336	Human	TCONS_00078161
Ortho10900	Gorilla	TCONS_00031426	gor_TCONS_00031426	Human	TCONS_00076547
Ortho10901	Gorilla	TCONS_00031426	gor_TCONS_00031426	Human	TCONS_00076548
Ortho10902	Gorilla	TCONS_00031426	gor_TCONS_00031426	Human	TCONS_00076549
Ortho10903	Gorilla	TCONS_00031426	gor_TCONS_00031426	Human	TCONS_00076550
Ortho10904	Gorilla	TCONS_00031426	gor_TCONS_00031426	Human	TCONS_00076551
Ortho10905	Gorilla	TCONS_00031426	gor_TCONS_00031426	Human	TCONS_00076553
Ortho10906	Gorilla	TCONS_00031426	gor_TCONS_00031426	Human	TCONS_00076554
Ortho10907	Gorilla	TCONS_00031426	gor_TCONS_00031426	Human	TCONS_00076556
Ortho10908	Gorilla	TCONS_00031426	gor_TCONS_00031426	Human	TCONS_00076557
Ortho10909	Gorilla	TCONS_00031447	gor_TCONS_00031447	Human	TCONS_00076606
Ortho10910	Gorilla	TCONS_00031509	gor_TCONS_00031509	Human	TCONS_00076719
Ortho10911	Gorilla	TCONS_00031510	gor_TCONS_00031510	Human	TCONS_00076719
Ortho10912	Gorilla	TCONS_00031511	gor_TCONS_00031511	Human	TCONS_00076721
Ortho10913	Gorilla	TCONS_00031511	gor_TCONS_00031511	Human	TCONS_00076722
Ortho10914	Gorilla	TCONS_00031524	gor_TCONS_00031524	Human	TCONS_00076753
Ortho10915	Gorilla	TCONS_00031525	gor_TCONS_00031525	Human	TCONS_00076753
Ortho10916	Gorilla	TCONS_00031582	gor_TCONS_00031582	Human	TCONS_00076874
Ortho10917	Gorilla	TCONS_00031583	gor_TCONS_00031583	Human	TCONS_00076873
Ortho10918	Gorilla	TCONS_00031586	gor_TCONS_00031586	Human	TCONS_00076879
Ortho10919	Gorilla	TCONS_00031620	gor_TCONS_00031620	Human	TCONS_00076906
Ortho10920	Gorilla	TCONS_00031620	gor_TCONS_00031620	Human	TCONS_00076908
Ortho10921	Gorilla	TCONS_00031620	gor_TCONS_00031620	Human	TCONS_00076910
Ortho10922	Gorilla	TCONS_00031626	gor_TCONS_00031626	Human	TCONS_00076906
Ortho10923	Gorilla	TCONS_00031627	gor_TCONS_00031627	Human	TCONS_00076908
Ortho10924	Gorilla	TCONS_00031627	gor_TCONS_00031627	Human	TCONS_00076910
Ortho10925	Gorilla	TCONS_00031630	gor_TCONS_00031630	Human	TCONS_00076915
Ortho10926	Gorilla	TCONS_00031631	gor_TCONS_00031631	Human	TCONS_00076921
Ortho10927	Gorilla	TCONS_00031700	gor_TCONS_00031700	Human	TCONS_00077073
Ortho10928	Gorilla	TCONS_00031700	gor_TCONS_00031700	Human	TCONS_00077074
Ortho10929	Gorilla	TCONS_00031700	gor_TCONS_00031700	Human	TCONS_00077075
Ortho10930	Gorilla	TCONS_00031701	gor_TCONS_00031701	Human	TCONS_00077082
Ortho10931	Gorilla	TCONS_00031701	gor_TCONS_00031701	Human	TCONS_00077083
Ortho10932	Gorilla	TCONS_00031701	gor_TCONS_00031701	Human	TCONS_00077084
Ortho10933	Gorilla	TCONS_00031740	gor_TCONS_00031740	Human	TCONS_00077206
Ortho10934	Gorilla	TCONS_00031755	gor_TCONS_00031755	Human	TCONS_00077244
Ortho10935	Gorilla	TCONS_00031755	gor_TCONS_00031755	Human	TCONS_00077245
Ortho10936	Gorilla	TCONS_00031808	gor_TCONS_00031808	Human	TCONS_00077360
Ortho10937	Gorilla	TCONS_00031931	gor_TCONS_00031931	Human	TCONS_00077635
Ortho10938	Gorilla	TCONS_00031933	gor_TCONS_00031933	Human	TCONS_00077635
Ortho10939	Gorilla	TCONS_00032006	gor_TCONS_00032006	Human	TCONS_00077739
Ortho10940	Gorilla	TCONS_00032006	gor_TCONS_00032006	Human	TCONS_00077740
Ortho10941	Gorilla	TCONS_00032087	gor_TCONS_00032087	Human	TCONS_00077938
Ortho10942	Gorilla	TCONS_00032087	gor_TCONS_00032087	Human	TCONS_00077939
Ortho10943	Gorilla	TCONS_00032087	gor_TCONS_00032087	Human	TCONS_00077940
Ortho10944	Gorilla	TCONS_00032088	gor_TCONS_00032088	Human	TCONS_00077938
Ortho10945	Gorilla	TCONS_00032088	gor_TCONS_00032088	Human	TCONS_00077939
Ortho10946	Gorilla	TCONS_00032088	gor_TCONS_00032088	Human	TCONS_00077940
Ortho10947	Gorilla	TCONS_00032092	gor_TCONS_00032092	Human	TCONS_00077947
Ortho10948	Gorilla	TCONS_00032092	gor_TCONS_00032092	Human	TCONS_00077948
Ortho10949	Gorilla	TCONS_00032093	gor_TCONS_00032093	Human	TCONS_00077947
Ortho10950	Gorilla	TCONS_00032093	gor_TCONS_00032093	Human	TCONS_00077948
Ortho10951	Gorilla	TCONS_00032094	gor_TCONS_00032094	Human	TCONS_00077947
Ortho10952	Gorilla	TCONS_00032094	gor_TCONS_00032094	Human	TCONS_00077948
Ortho10953	Gorilla	TCONS_00032095	gor_TCONS_00032095	Human	TCONS_00077947
Ortho10954	Gorilla	TCONS_00032095	gor_TCONS_00032095	Human	TCONS_00077948
Ortho10955	Gorilla	TCONS_00032140	gor_TCONS_00032140	Human	TCONS_00078071
Ortho10956	Gorilla	TCONS_00032162	gor_TCONS_00032162	Human	TCONS_00076374
Ortho10957	Gorilla	TCONS_00032163	gor_TCONS_00032163	Human	TCONS_00076374
Ortho10958	Gorilla	TCONS_00032175	gor_TCONS_00032175	Human	TCONS_00076348
Ortho10959	Gorilla	TCONS_00032274	gor_TCONS_00032274	Human	TCONS_00078383
Ortho10960	Gorilla	TCONS_00032337	gor_TCONS_00032337	Human	TCONS_00078540
Ortho10961	Gorilla	TCONS_00032435	gor_TCONS_00032435	Human	TCONS_00076781
Ortho10962	Gorilla	TCONS_00032444	gor_TCONS_00032444	Human	TCONS_00078771
Ortho10963	Gorilla	TCONS_00032482	gor_TCONS_00032482	Human	TCONS_00078848
Ortho10964	Gorilla	TCONS_00032483	gor_TCONS_00032483	Human	TCONS_00078849
Ortho10965	Gorilla	TCONS_00032491	gor_TCONS_00032491	Human	TCONS_00000009
Ortho10966	Gorilla	TCONS_00032503	gor_TCONS_00032503	Human	TCONS_00089974
Ortho10967	Gorilla	TCONS_00032531	gor_TCONS_00032531	Human	TCONS_00078926
Ortho10968	Gorilla	TCONS_00032531	gor_TCONS_00032531	Human	TCONS_00078927
Ortho10969	Gorilla	TCONS_00032546	gor_TCONS_00032546	Human	TCONS_00078968
Ortho10970	Gorilla	TCONS_00032546	gor_TCONS_00032546	Human	TCONS_00078969
Ortho10971	Gorilla	TCONS_00032547	gor_TCONS_00032547	Human	TCONS_00078968
Ortho10972	Gorilla	TCONS_00032547	gor_TCONS_00032547	Human	TCONS_00078969
Ortho10973	Gorilla	TCONS_00032548	gor_TCONS_00032548	Human	TCONS_00078968
Ortho10974	Gorilla	TCONS_00032548	gor_TCONS_00032548	Human	TCONS_00078969
Ortho10975	Gorilla	TCONS_00032604	gor_TCONS_00032604	Human	TCONS_00079080
Ortho10976	Gorilla	TCONS_00032628	gor_TCONS_00032628	Human	TCONS_00079131
Ortho10977	Gorilla	TCONS_00032629	gor_TCONS_00032629	Human	TCONS_00101253
Ortho10978	Gorilla	TCONS_00032645	gor_TCONS_00032645	Human	TCONS_00079169
Ortho10979	Gorilla	TCONS_00032645	gor_TCONS_00032645	Human	TCONS_00079170
Ortho10980	Gorilla	TCONS_00032649	gor_TCONS_00032649	Human	TCONS_00079181
Ortho10981	Gorilla	TCONS_00032649	gor_TCONS_00032649	Human	TCONS_00079182
Ortho10982	Gorilla	TCONS_00032662	gor_TCONS_00032662	Human	TCONS_00079211
Ortho10983	Gorilla	TCONS_00032689	gor_TCONS_00032689	Human	TCONS_00079269
Ortho10984	Gorilla	TCONS_00032695	gor_TCONS_00032695	Human	TCONS_00079277
Ortho10985	Gorilla	TCONS_00032765	gor_TCONS_00032765	Human	TCONS_00077491
Ortho10986	Gorilla	TCONS_00032765	gor_TCONS_00032765	Human	TCONS_00077492
Ortho10987	Gorilla	TCONS_00032789	gor_TCONS_00032789	Human	TCONS_00046959
Ortho10988	Gorilla	TCONS_00032849	gor_TCONS_00032849	Human	TCONS_00046775
Ortho10989	Gorilla	TCONS_00032879	gor_TCONS_00032879	Human	TCONS_00046693
Ortho10990	Gorilla	TCONS_00033045	gor_TCONS_00033045	Human	TCONS_00046248
Ortho10991	Gorilla	TCONS_00033051	gor_TCONS_00033051	Human	TCONS_00046245
Ortho10992	Gorilla	TCONS_00033054	gor_TCONS_00033054	Human	TCONS_00046243
Ortho10993	Gorilla	TCONS_00033155	gor_TCONS_00033155	Human	TCONS_00046032
Ortho10994	Gorilla	TCONS_00033186	gor_TCONS_00033186	Human	TCONS_00045991
Ortho10995	Gorilla	TCONS_00033186	gor_TCONS_00033186	Human	TCONS_00045992
Ortho10996	Gorilla	TCONS_00033245	gor_TCONS_00033245	Human	TCONS_00045872
Ortho10997	Gorilla	TCONS_00033252	gor_TCONS_00033252	Human	TCONS_00045852
Ortho10998	Gorilla	TCONS_00033299	gor_TCONS_00033299	Human	TCONS_00045732
Ortho10999	Gorilla	TCONS_00033312	gor_TCONS_00033312	Human	TCONS_00045680
Ortho11000	Gorilla	TCONS_00033312	gor_TCONS_00033312	Human	TCONS_00045681
Ortho11001	Gorilla	TCONS_00033312	gor_TCONS_00033312	Human	TCONS_00045682
Ortho11002	Gorilla	TCONS_00033312	gor_TCONS_00033312	Human	TCONS_00045683
Ortho11003	Gorilla	TCONS_00033313	gor_TCONS_00033313	Human	TCONS_00045680
Ortho11004	Gorilla	TCONS_00033313	gor_TCONS_00033313	Human	TCONS_00045681
Ortho11005	Gorilla	TCONS_00033313	gor_TCONS_00033313	Human	TCONS_00045682
Ortho11006	Gorilla	TCONS_00033313	gor_TCONS_00033313	Human	TCONS_00045683
Ortho11007	Gorilla	TCONS_00033314	gor_TCONS_00033314	Human	TCONS_00045677
Ortho11008	Gorilla	TCONS_00033336	gor_TCONS_00033336	Human	TCONS_00045619
Ortho11009	Gorilla	TCONS_00033430	gor_TCONS_00033430	Human	TCONS_00045421
Ortho11010	Gorilla	TCONS_00033436	gor_TCONS_00033436	Human	TCONS_00045401
Ortho11011	Gorilla	TCONS_00033621	gor_TCONS_00033621	Human	TCONS_00044960
Ortho11012	Gorilla	TCONS_00033621	gor_TCONS_00033621	Human	TCONS_00044961
Ortho11013	Gorilla	TCONS_00033661	gor_TCONS_00033661	Human	TCONS_00044854
Ortho11014	Gorilla	TCONS_00033746	gor_TCONS_00033746	Human	TCONS_00044647
Ortho11015	Gorilla	TCONS_00033747	gor_TCONS_00033747	Human	TCONS_00044647
Ortho11016	Gorilla	TCONS_00033872	gor_TCONS_00033872	Human	TCONS_00080410
Ortho11017	Gorilla	TCONS_00033878	gor_TCONS_00033878	Human	TCONS_00080427
Ortho11018	Gorilla	TCONS_00033884	gor_TCONS_00033884	Human	TCONS_00080451
Ortho11019	Gorilla	TCONS_00033884	gor_TCONS_00033884	Human	TCONS_00080452
Ortho11020	Gorilla	TCONS_00033884	gor_TCONS_00033884	Human	TCONS_00080454
Ortho11021	Gorilla	TCONS_00033884	gor_TCONS_00033884	Human	TCONS_00080461
Ortho11022	Gorilla	TCONS_00033885	gor_TCONS_00033885	Human	TCONS_00080459
Ortho11023	Gorilla	TCONS_00033886	gor_TCONS_00033886	Human	TCONS_00080459
Ortho11024	Gorilla	TCONS_00033887	gor_TCONS_00033887	Human	TCONS_00080459
Ortho11025	Gorilla	TCONS_00033888	gor_TCONS_00033888	Human	TCONS_00080459
Ortho11026	Gorilla	TCONS_00033889	gor_TCONS_00033889	Human	TCONS_00080459
Ortho11027	Gorilla	TCONS_00033890	gor_TCONS_00033890	Human	TCONS_00080459
Ortho11028	Gorilla	TCONS_00033891	gor_TCONS_00033891	Human	TCONS_00080459
Ortho11029	Gorilla	TCONS_00033892	gor_TCONS_00033892	Human	TCONS_00080459
Ortho11030	Gorilla	TCONS_00033893	gor_TCONS_00033893	Human	TCONS_00080459
Ortho11031	Gorilla	TCONS_00033894	gor_TCONS_00033894	Human	TCONS_00080459
Ortho11032	Gorilla	TCONS_00033896	gor_TCONS_00033896	Human	TCONS_00080459
Ortho11033	Gorilla	TCONS_00033897	gor_TCONS_00033897	Human	TCONS_00080451
Ortho11034	Gorilla	TCONS_00033897	gor_TCONS_00033897	Human	TCONS_00080452
Ortho11035	Gorilla	TCONS_00033897	gor_TCONS_00033897	Human	TCONS_00080454
Ortho11036	Gorilla	TCONS_00033897	gor_TCONS_00033897	Human	TCONS_00080461
Ortho11037	Gorilla	TCONS_00033899	gor_TCONS_00033899	Human	TCONS_00080467
Ortho11038	Gorilla	TCONS_00033911	gor_TCONS_00033911	Human	TCONS_00080498
Ortho11039	Gorilla	TCONS_00033931	gor_TCONS_00033931	Human	TCONS_00080534
Ortho11040	Gorilla	TCONS_00033977	gor_TCONS_00033977	Human	TCONS_00080625
Ortho11041	Gorilla	TCONS_00034084	gor_TCONS_00034084	Human	TCONS_00080867
Ortho11042	Gorilla	TCONS_00034233	gor_TCONS_00034233	Human	TCONS_00081211
Ortho11043	Gorilla	TCONS_00034275	gor_TCONS_00034275	Human	TCONS_00081292
Ortho11044	Gorilla	TCONS_00034323	gor_TCONS_00034323	Human	TCONS_00081421
Ortho11045	Gorilla	TCONS_00034474	gor_TCONS_00034474	Human	TCONS_00081777
Ortho11046	Gorilla	TCONS_00034512	gor_TCONS_00034512	Human	TCONS_00081883
Ortho11047	Gorilla	TCONS_00034512	gor_TCONS_00034512	Human	TCONS_00081884
Ortho11048	Gorilla	TCONS_00034516	gor_TCONS_00034516	Human	TCONS_00081893
Ortho11049	Gorilla	TCONS_00034702	gor_TCONS_00034702	Human	TCONS_00043176
Ortho11050	Gorilla	TCONS_00034742	gor_TCONS_00034742	Human	TCONS_00043065
Ortho11051	Gorilla	TCONS_00034742	gor_TCONS_00034742	Human	TCONS_00043066
Ortho11052	Gorilla	TCONS_00034742	gor_TCONS_00034742	Human	TCONS_00043067
Ortho11053	Gorilla	TCONS_00034806	gor_TCONS_00034806	Human	TCONS_00042901
Ortho11054	Gorilla	TCONS_00034872	gor_TCONS_00034872	Human	TCONS_00042763
Ortho11055	Gorilla	TCONS_00034874	gor_TCONS_00034874	Human	TCONS_00042760
Ortho11056	Gorilla	TCONS_00034900	gor_TCONS_00034900	Human	TCONS_00042686
Ortho11057	Gorilla	TCONS_00034997	gor_TCONS_00034997	Human	TCONS_00042436
Ortho11058	Gorilla	TCONS_00035044	gor_TCONS_00035044	Human	TCONS_00042273
Ortho11059	Gorilla	TCONS_00035044	gor_TCONS_00035044	Human	TCONS_00042274
Ortho11060	Gorilla	TCONS_00035056	gor_TCONS_00035056	Human	TCONS_00042252
Ortho11061	Gorilla	TCONS_00035238	gor_TCONS_00035238	Human	TCONS_00041860
Ortho11062	Gorilla	TCONS_00035246	gor_TCONS_00035246	Human	TCONS_00041853
Ortho11063	Gorilla	TCONS_00035249	gor_TCONS_00035249	Human	TCONS_00041848
Ortho11064	Gorilla	TCONS_00035268	gor_TCONS_00035268	Human	TCONS_00041803
Ortho11065	Gorilla	TCONS_00035292	gor_TCONS_00035292	Human	TCONS_00041728
Ortho11066	Gorilla	TCONS_00035293	gor_TCONS_00035293	Human	TCONS_00041727
Ortho11067	Gorilla	TCONS_00035315	gor_TCONS_00035315	Human	TCONS_00041679
Ortho11068	Gorilla	TCONS_00035337	gor_TCONS_00035337	Human	TCONS_00041550
Ortho11069	Gorilla	TCONS_00035337	gor_TCONS_00035337	Human	TCONS_00041553
Ortho11070	Gorilla	TCONS_00035337	gor_TCONS_00035337	Human	TCONS_00044872
Ortho11071	Gorilla	TCONS_00035433	gor_TCONS_00035433	Human	TCONS_00041359
Ortho11072	Gorilla	TCONS_00035434	gor_TCONS_00035434	Human	TCONS_00041359
Ortho11073	Gorilla	TCONS_00035434	gor_TCONS_00035434	Human	TCONS_00041360
Ortho11074	Gorilla	TCONS_00035435	gor_TCONS_00035435	Human	TCONS_00041355
Ortho11075	Gorilla	TCONS_00035437	gor_TCONS_00035437	Human	TCONS_00041350
Ortho11076	Gorilla	TCONS_00035437	gor_TCONS_00035437	Human	TCONS_00041352
Ortho11077	Gorilla	TCONS_00035479	gor_TCONS_00035479	Human	TCONS_00041229
Ortho11078	Gorilla	TCONS_00035519	gor_TCONS_00035519	Human	TCONS_00041103
Ortho11079	Gorilla	TCONS_00035519	gor_TCONS_00035519	Human	TCONS_00041104
Ortho11080	Gorilla	TCONS_00035519	gor_TCONS_00035519	Human	TCONS_00041105
Ortho11081	Gorilla	TCONS_00035519	gor_TCONS_00035519	Human	TCONS_00041106
Ortho11082	Gorilla	TCONS_00035519	gor_TCONS_00035519	Human	TCONS_00041109
Ortho11083	Gorilla	TCONS_00035519	gor_TCONS_00035519	Human	TCONS_00041110
Ortho11084	Gorilla	TCONS_00035519	gor_TCONS_00035519	Human	TCONS_00041111
Ortho11085	Gorilla	TCONS_00035519	gor_TCONS_00035519	Human	TCONS_00041112
Ortho11086	Gorilla	TCONS_00035519	gor_TCONS_00035519	Human	TCONS_00041116
Ortho11087	Gorilla	TCONS_00035519	gor_TCONS_00035519	Human	TCONS_00041117
Ortho11088	Gorilla	TCONS_00035519	gor_TCONS_00035519	Human	TCONS_00041118
Ortho11089	Gorilla	TCONS_00035519	gor_TCONS_00035519	Human	TCONS_00041119
Ortho11090	Gorilla	TCONS_00035519	gor_TCONS_00035519	Human	TCONS_00041125
Ortho11091	Gorilla	TCONS_00035523	gor_TCONS_00035523	Human	TCONS_00041109
Ortho11092	Gorilla	TCONS_00035523	gor_TCONS_00035523	Human	TCONS_00041117
Ortho11093	Gorilla	TCONS_00035523	gor_TCONS_00035523	Human	TCONS_00041120
Ortho11094	Gorilla	TCONS_00035547	gor_TCONS_00035547	Human	TCONS_00082695
Ortho11095	Gorilla	TCONS_00035548	gor_TCONS_00035548	Human	TCONS_00082696
Ortho11096	Gorilla	TCONS_00035553	gor_TCONS_00035553	Human	TCONS_00082721
Ortho11097	Gorilla	TCONS_00035553	gor_TCONS_00035553	Human	TCONS_00082722
Ortho11098	Gorilla	TCONS_00035567	gor_TCONS_00035567	Human	TCONS_00082766
Ortho11099	Gorilla	TCONS_00035567	gor_TCONS_00035567	Human	TCONS_00082768
Ortho11100	Gorilla	TCONS_00035567	gor_TCONS_00035567	Human	TCONS_00082769
Ortho11101	Gorilla	TCONS_00035569	gor_TCONS_00035569	Human	TCONS_00082766
Ortho11102	Gorilla	TCONS_00035569	gor_TCONS_00035569	Human	TCONS_00082768
Ortho11103	Gorilla	TCONS_00035569	gor_TCONS_00035569	Human	TCONS_00082769
Ortho11104	Gorilla	TCONS_00035586	gor_TCONS_00035586	Human	TCONS_00082802
Ortho11105	Gorilla	TCONS_00035587	gor_TCONS_00035587	Human	TCONS_00082802
Ortho11106	Gorilla	TCONS_00035593	gor_TCONS_00035593	Human	TCONS_00082814
Ortho11107	Gorilla	TCONS_00035594	gor_TCONS_00035594	Human	TCONS_00082822
Ortho11108	Gorilla	TCONS_00035594	gor_TCONS_00035594	Human	TCONS_00082823
Ortho11109	Gorilla	TCONS_00035594	gor_TCONS_00035594	Human	TCONS_00082824
Ortho11110	Gorilla	TCONS_00035594	gor_TCONS_00035594	Human	TCONS_00082825
Ortho11111	Gorilla	TCONS_00035594	gor_TCONS_00035594	Human	TCONS_00082831
Ortho11112	Gorilla	TCONS_00035596	gor_TCONS_00035596	Human	TCONS_00082822
Ortho11113	Gorilla	TCONS_00035596	gor_TCONS_00035596	Human	TCONS_00082823
Ortho11114	Gorilla	TCONS_00035596	gor_TCONS_00035596	Human	TCONS_00082824
Ortho11115	Gorilla	TCONS_00035596	gor_TCONS_00035596	Human	TCONS_00082825
Ortho11116	Gorilla	TCONS_00035596	gor_TCONS_00035596	Human	TCONS_00082831
Ortho11117	Gorilla	TCONS_00035625	gor_TCONS_00035625	Human	TCONS_00082887
Ortho11118	Gorilla	TCONS_00035630	gor_TCONS_00035630	Human	TCONS_00082893
Ortho11119	Gorilla	TCONS_00035651	gor_TCONS_00035651	Human	TCONS_00082922
